Address,Bit,PLC_Tag,Description,DataType,FunctionCode,RegisterType
92,,1630-PM-605B_I_A,1630-PM-605B - Oil pump motor 2_Phase A current,32-Bit Floating,3,4
94,,1130-PM-305B_I_A,1130-PM-305B - Oil pump motor 2_Phase A current,32-Bit Floating,3,4
96,,1130-PM-306B_I_A,1130-PM-306B - Oil pump motor 2_Phase A current,32-Bit Floating,3,4
98,,1130-BLM-331B_I_A,1130-BLM-331B - Electric heater for crankcase_Phase A current,32-Bit Floating,3,4
100,,1130-PM-302B_I_A,1130-PM-302B - Electric heater for crankcase_Phase A current,32-Bit Floating,3,4
102,,1612-PM-611B_I_A,1612-PM-611B - Electric heater for crankcase_Phase A current,32-Bit Floating,3,4
104,,1612-PM-001B_I_A,1612-PM-001B - Water pump motor 1_Phase A current,32-Bit Floating,3,4
106,,1612-P-611B.HE-JB_I_A,1612-P-611B.HE-JB - Water pump motor 1_Phase A current,32-Bit Floating,3,4
108,,1110-KM-101B-2_I_A,1110-KM-101B-2 - Electric heater for water tank_Phase A current,32-Bit Floating,3,4
110,,1110-PM-132A_I_A,1110-PM-132A - Electric heater for water tank_Phase A current,32-Bit Floating,3,4
112,,1110-PM-132B_I_A,1110-PM-132B - Electric heater for water tank_Phase A current,32-Bit Floating,3,4
114,,1110-KM-101B.EH02_I_A,1110-KM-101B.EH02 - Barring motor_Phase A current,32-Bit Floating,3,4
116,,2202-NK-SG-102-B.08OC_8_I_A,2202-NK-SG-102-B.08OC_8 - Barring motor_Phase A current,32-Bit Floating,3,4
118,,1110-PM-133B_I_A,1110-PM-133B - Barring motor_Phase A current,32-Bit Floating,3,4
120,,1130-KM-301B_I_A,1130-KM-301B - SPARE_Phase A current,32-Bit Floating,3,4
122,,1130-PM-332A_I_A,1130-PM-332A - SPARE_Phase A current,32-Bit Floating,3,4
124,,1130-PM-332B_I_A,1130-PM-332B - SPARE_Phase A current,32-Bit Floating,3,4
126,,1130-V-332B.EH_I_A,1130-V-332B.EH - Oil station fans_Phase A current,32-Bit Floating,3,4
128,,2701-PK-1501B-M_I_A,2701-PK-1501B-M - Oil station fans_Phase A current,32-Bit Floating,3,4
130,,2701-PM-1216_I_A,2701-PM-1216 - Oil station fans_Phase A current,32-Bit Floating,3,4
132,,2202-NK-SG-102-B.12OC_3_I_A,2202-NK-SG-102-B.12OC_3 - Auxiliary oil pump motor_Phase A current,32-Bit Floating,3,4
134,,2701-PM-1701B_I_A,2701-PM-1701B - Auxiliary oil pump motor_Phase A current,32-Bit Floating,3,4
136,,2701-PM-1206B_I_A,2701-PM-1206B - Lube oil tank heater_Phase A current,32-Bit Floating,3,4
138,,2202-NK-SG-102-B.12OC_6_I_A,2202-NK-SG-102-B.12OC_6 - Lube oil tank heater_Phase A current,32-Bit Floating,3,4
140,,1130-PM-301B_I_A,1130-PM-301B - Lube oil tank heater_Phase A current,32-Bit Floating,3,4
142,,1130-PM-303B_I_A,1130-PM-303B - Main oil pump motor_Phase A current,32-Bit Floating,3,4
144,,1612-PM-606B_I_A,1612-PM-606B - Main oil pump motor_Phase A current,32-Bit Floating,3,4
146,,2701-PM-1202B_I_A,2701-PM-1202B - Main oil pump motor_Phase A current,32-Bit Floating,3,4
148,,2701-PM-1201B_I_A,2701-PM-1201B - ITF Waste Gas FanAcoustic Enclosure Fan_Phase A current,32-Bit Floating,3,4
150,,2701-PM-1205S_I_A,2701-PM-1205S - ITF Waste Gas FanAcoustic Enclosure Fan_Phase A current,32-Bit Floating,3,4
152,,2701-PM-1204B_I_A,2701-PM-1204B - ITF Waste Gas FanAcoustic Enclosure Fan_Phase A current,32-Bit Floating,3,4
154,,2701-PM-1207B_I_A,2701-PM-1207B - Slop Drum HC Pump_Phase A current,32-Bit Floating,3,4
156,,2701-PM-1205A_I_A,2701-PM-1205A - Slop Drum HC Pump_Phase A current,32-Bit Floating,3,4
158,,2701-PK-1201B-M_OP_F,2701-PK-1201B-M - TBC Solution StorageDrum 2701-V-1701Agitator_Operating Frequency,32-Bit Floating,3,4
1,,1630-PM-214A,"1630-PM-214A HP Flare K.O.Drum Pump : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
2,,1630-PM-605A,"1630-PM-605A LP Flare K.O.Drum Pump : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
3,,1130-PM-305A,"1130-PM-305A Offgas Absorber Bottom Pump : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
4,,1130-PM-306A,"1130-PM-306A Rich Oil Stripper Bottom Pump : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
5,,1162-PM-602,"1162-PM-602 SM Slop Drum water Pump : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
6,,1162-PM-603,"1162-PM-603 SM Slop Drum HC Pump : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
7,,"","SPARE : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
8,,1130-PM-311,"1130-PM-311 Back-washed pump : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
9,,1612-PM-611A,"1612-PM-611A Desuperheater Water Pump : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
10,,1612-PM-001A,"1612-PM-001A oil pump motor : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
11,,1612-P-611A.HE-JB,"1612-P-611A.HE-JB Oil heater junction box : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
12,,1624-PM-614,"1624-PM-614 Wasteoil Sump Pump : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
13,,"","SPARE : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
14,,1130-PM-302A,"1130-PM-302A Process Condensate Pump : MCU TYPE DOL2:Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
15,,1110-KM-101A-2,"1110-KM-101A-2 Barring motor : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
16,,1110-PM-131A,"1110-PM-131A Oil pump motor 1 : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
17,,1110-PM-131B,"1110-PM-131B Oil pump motor 2 : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
18,,1110-KM-101A.EH02,"1110-KM-101A.EH02 Electric heater for crankcase : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
19,,1110-PM-133A,"1110-PM-133A Water pump motor 1 : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
20,,1110-V-136.EH,"1110-V-136.EH Electric heater for water tank : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
21,,1130-KM-301A,"1130-KM-301A Barring motor : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
22,,"","SPARE : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
23,,1130-BLM-331A,"1130-BLM-331A Oil station fans : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
24,,1130-PM-331B,"1130-PM-331B Auxiliary oil pump motor : MCU TYPE DOL2:Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
25,,1130-V-332A.EH,"1130-V-332A.EH Lube oil tank heater : MCU TYPE DOL2:Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
26,,1130-PM-331A,"1130-PM-331A Main oil pump motor : MCU TYPE DOL2:Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
27,,2701-PK-1501A-M,"2701-PK-1501A-M ITF Waste Gas FanAcoustic Enclosure Fan : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
28,,2701-PM-1215,"2701-PM-1215 Slop Drum HC Pump : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
29,,2701-PM-1701A,"2701-PM-1701A TBC Solution Dosing pump : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
30,,2701-AGM-1701,"2701-AGM-1701 TBC Solution StorageDrum 2701-V-1701Agitator : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
31,,2701-PM-1206A,"2701-PM-1206A Benzene-Toluene FractionTransfer Pump : MCU TYPE DOL2:Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
32,,"","SPARE : MCU TYPE DOL2:Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
33,,1130-PM-301A,"1130-PM-301A DM Pump : PLC SSR1:Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset Soft Starter ,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
34,,1130-PM-303A,"1130-PM-303A Condensate Stripper Bottom Pump : PLC SSR2:Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset Soft Starter ,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
35,,1612-PM-606A,"1612-PM-606A LLP Condensate Pump : PLC SSR3:Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset Soft Starter ,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
36,,2701-PM-1202A,"2701-PM-1202A Ethylbenzene transfer pump : PLC SSR1:Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset Soft Starter ,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
37,,2701-PM-1201A,"2701-PM-1201A Benzene transfer pump : PLC SSR2:Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset Soft Starter ,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
38,,2701-PM-1204A,"2701-PM-1204A DM Transfer Pump : PLC SSR3:Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset Soft Starter ,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
39,,2701-PM-1203,"2701-PM-1203 Off-Spec EB Transfer Pump : PLC SSR1:Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset Soft Starter ,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
40,,2701-PM-1207A,"2701-PM-1207A Heavy Tar Loading Pump : PLC SSR2:Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset Soft Starter ,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
41,,2701-PM-1205B,"2701-PM-1205B SM Transfer Pump : PLC SSR3:Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset Soft Starter ,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
42,,2701-PK-1201A-M,2701-PK-1201A-M ITF Waste Gas Fan : VFD Frequency Setting:Hz,16-Bit Unsigned,6,6
43,,2701-PK-1201A-M,"2701-PK-1201A-M ITF Waste Gas Fan : PLC VFD Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset Soft Starter ,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
44,,1115-PM-101B,"1115-PM-101B R-101 Recycle Pumps : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
45,,1630-PM-214B,"1630-PM-214B HP Flare K.O.Drum Pump : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
46,,1630-PM-605B,"1630-PM-605B LP Flare K.O.Drum Pump : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
47,,1130-PM-305B,"1130-PM-305B Offgas Absorber Bottom Pump : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
48,,1130-PM-306B,"1130-PM-306B Rich Oil Stripper Bottom Pump : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
49,,1130-BLM-331B,"1130-BLM-331B Oil station fans : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
50,,1130-PM-302B,"1130-PM-302B Process Condensate Pump : MCU TYPE DOL2:Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
51,,1612-PM-611B,"1612-PM-611B Desuperheater Water Pump : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
52,,1612-PM-001B,"1612-PM-001B oil pump motor : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
53,,1612-P-611B.HE-JB,"1612-P-611B.HE-JB Oil heater junction box : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
54,,1110-KM-101B-2,"1110-KM-101B-2 Barring motor : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
55,,1110-PM-132A,"1110-PM-132A Oil pump motor 1 : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
56,,1110-PM-132B,"1110-PM-132B Oil pump motor 2 : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
57,,1110-KM-101B.EH02,"1110-KM-101B.EH02 Electric heater for crankcase : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
58,,"","SPARE : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
59,,1110-PM-133B,"1110-PM-133B Water pump motor 2 : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
60,,1130-KM-301B,"1130-KM-301B Barring motor : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
61,,1130-PM-332A,"1130-PM-332A Main oil pump motor : MCU TYPE DOL2:Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
62,,1130-PM-332B,"1130-PM-332B Auxiliary oil pump motor : MCU TYPE DOL2:Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
63,,1130-V-332B.EH,"1130-V-332B.EH Lube oil tank heater : MCU TYPE DOL2:Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
64,,2701-PK-1501B-M,"2701-PK-1501B-M ""ITF Waste Gas FanAcoustic Enclosure Fan"" : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
65,,2701-PM-1216,"2701-PM-1216 Slop Drum Water Pump : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
66,,"","SPARE : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
67,,2701-PM-1701B,"2701-PM-1701B TBC Solution Dosing pump : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
68,,2701-PM-1206B,"2701-PM-1206B Benzene-Toluene FractionTransfer Pump : MCU TYPE DOL2:Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
69,,"","SPARE : MCU TYPE DOL2:Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
70,,1130-PM-301B,"1130-PM-301B DM Pump : PLC SSR1:Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset Soft Starter ,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
71,,1130-PM-303B,"1130-PM-303B Condensate Stripper Bottom Pump : PLC SSR2:Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset Soft Starter ,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
72,,1612-PM-606B,"1612-PM-606B LLP Condensate Pump : PLC SSR3:Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset Soft Starter ,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
73,,2701-PM-1202B,"2701-PM-1202B Ethylbenzene transfer pump : PLC SSR1:Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset Soft Starter ,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
74,,2701-PM-1201B,"2701-PM-1201B Benzene transfer pump : PLC SSR2:Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset Soft Starter ,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
75,,2701-PM-1204B,"2701-PM-1204B DM Transfer Pump : PLC SSR3:Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset Soft Starter ,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
76,,2701-PM-1207B,"2701-PM-1207B Heavy Tar Loading Pump : PLC SSR1:Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset Soft Starter ,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
77,,2701-PM-1205A,"2701-PM-1205A SM Transfer Pump : PLC SSR2:Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset Soft Starter ,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
78,,2701-PM-1205S,"2701-PM-1205S SM Transfer Pump : PLC SSR3:Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset Soft Starter ,1024=Permit,2048=Ban Permit",16-Bit Unsigned,6,6
79,,2701-PK-1201B-M,2701-PK-1201B-M ITF Waste Gas Fan : VFD Frequency Setting:Hz,16-Bit Unsigned,6,6
